Stock,Price,Volume,Value
AMZN,2720.997496403943,69197,188284863.75866362
MSFT,1834.8930968419,74808,137264682.78854886
MSFT,624.9467366017453,59120,36946851.06789518
GOOGL,423.0164873030733,6736,2849439.058473502
AAPL,1998.15042379556,53609,107118846.06925619
AAPL,2477.487924874713,20609,51058548.643742956
GOOGL,1034.201310157784,45573,47131656.30782069
TSLA,1580.2819570431284,4758,7518981.551611205
AAPL,2381.0883032857764,72884,173543239.89668053
TSLA,148.98387317150895,98993,14748360.556867186
AMZN,2120.130755217472,28090,59554472.91405879
AMZN,1575.8989463891974,86915,136969256.9254171
AAPL,2206.596614509759,72473,159918676.44336578
AAPL,2629.8754815448656,16965,44615837.54440864
AMZN,1534.2708677278308,28958,44429415.78766253
META,2582.0453043245943,44317,114428501.75175305
AMZN,136.8211225998482,54647,7476863.886713904
AAPL,1927.235241105965,8774,16909562.005463738
AMZN,2962.0366940834683,93894,278117473.3542732
AAPL,951.5802078667638,97786,93051222.20645936
META,2197.16094304012,37557,82518773.53775778
GOOGL,750.8789067927326,53843,40429572.9784411
MSFT,2921.890636498019,22518,65795133.35266239
AAPL,1387.895757767192,96698,134206743.98457193
TSLA,2062.985588295418,68076,140439806.90879887
AAPL,1571.0230085623816,79326,124622971.17721948
AMZN,334.24152816683363,85698,28643830.48084131
TSLA,2411.2629663282573,2118,5107054.962683249
TSLA,803.1904610969651,47862,38442301.84902295
MSFT,909.5367242937958,22881,20811109.788566343
AAPL,188.25472817177013,55186,10389025.428887306
GOOGL,1709.8326622710586,24777,42364523.87309002
TSLA,1659.011910866317,75152,124678063.12542546
TSLA,633.8051651690412,74825,47424471.48377351
GOOGL,2199.4562862544085,89378,196583003.95284653
TSLA,234.85591762388623,82662,19413659.862625685
AMZN,2374.514561631521,43093,102324956.00438713
GOOGL,2981.781499691558,19215,57294931.51657329
AMZN,564.269557699792,24580,13869745.728260888
AAPL,1012.7221069879154,41799,42330771.34998787
META,947.9605786279816,94933,89992741.61089018
META,1682.798534568674,42013,70699414.8328337
META,390.2182023535248,28132,10977618.468609361
AAPL,1553.0299169668358,41329,64185173.43832236
AAPL,2702.120185549746,19275,52083366.57647136
META,1395.1863433514256,4556,6356468.980309095
AMZN,2059.046946292545,89246,183761703.76882446
TSLA,2506.630893529248,78632,197101400.41999185
TSLA,2034.294499409636,54417,110700203.77437417
META,1001.87419494023,24448,24493820.317898743
GOOGL,1047.6798552148807,41547,43527954.94461265
GOOGL,2021.2455916613649,44816,90584142.43589573
TSLA,586.4806817064348,59630,34971843.05015471
MSFT,226.3444988171129,35449,8023686.138567835
AMZN,172.46503595995904,95433,16458855.776766771
AMZN,1156.831139337591,68960,79775075.36872026
AMZN,2300.6946302822366,96293,221540788.0337674
MSFT,2213.8658874310527,61875,136982951.7847964
GOOGL,1394.2218760735789,43555,60725333.812384725
META,926.510781663182,31951,29602945.984920327
GOOGL,247.67082102372925,18976,4699801.499746286
AMZN,141.46696019224652,58028,8209044.766035681
META,135.1458385917035,93985,12701681.640041253
GOOGL,1752.1609604126131,37981,66548825.43743146
AMZN,2712.189889285892,22877,62046768.09719335
TSLA,2579.686445662745,82372,212493931.90213162
TSLA,611.9080310180651,21281,13022014.808095444
GOOGL,1089.5508071223403,62201,67771149.7538167
META,790.9723468559573,5105,4037913.830699662
MSFT,1244.3784491979943,94745,117898636.16926397
GOOGL,1146.017140879855,12176,13953904.707353115
META,1475.1517121305262,21179,31242238.111212414
AAPL,2947.5719948580954,96853,285481190.4179911
AMZN,2382.4485655773715,83249,198336460.6357506
AAPL,2758.7093847744068,34050,93934054.55156855
GOOGL,116.5840843233582,99454,11594753.522295266
TSLA,1603.7179409226126,3031,4860869.078936439
AMZN,2609.289103805329,43184,112679540.65872933
GOOGL,2173.84804657868,99408,216097886.61429343
MSFT,978.3880784005922,95261,93202226.73651882
GOOGL,2097.8953737076254,15479,32473322.48962033
MSFT,1716.0621577220409,13698,23506619.436476517
TSLA,2158.247489745745,49302,106405917.73944472
META,1477.8798400768806,2565,3790761.7897971985
MSFT,2878.3384283445343,36723,105701222.10409634
AAPL,2981.4519970961974,57762,172214630.25627056
META,2947.4712345579505,17571,51790017.062417746
AAPL,1582.8817450383822,99577,157618615.52568698
AAPL,2500.877888799433,61145,152916178.51064134
AAPL,2831.320217403693,75919,214950999.58507097
AAPL,2646.2261844358704,33903,89715006.33092931
MSFT,1650.8149177714586,63714,105180021.6708907
AAPL,2987.421506625238,34297,102459595.41272579
AMZN,938.9562620602376,10630,9981105.065700326
MSFT,2892.906436228277,82836,239636797.55140555
TSLA,994.2185289913956,84184,83697292.64461164
MSFT,1769.5446951962072,87909,155558904.61000338
GOOGL,299.93646239235545,12914,3873379.475334878
TSLA,2648.897256435011,43338,114797909.29938051
AAPL,1845.8828384162089,57044,105296540.63461421
AAPL,1254.122182529666,74199,93054611.82151867
GOOGL,285.9933421871701,89125,25489156.62243153
META,2215.214149312002,86125,190785318.60949618
AAPL,1353.0185828814178,82949,112231538.43143073
TSLA,2362.2649041470168,90655,214151124.8854478
TSLA,2358.2746557073724,89705,211549027.99022985
TSLA,2568.26704611332,32847,84359867.66368422
MSFT,1389.3880140583358,87948,122193897.06040251
MSFT,334.53990455288806,60470,20229628.02831314
TSLA,1850.871265261089,28400,52564743.93341493
MSFT,2109.138851116866,73936,155941290.09617662
META,1315.1037948292346,73797,97050714.74701303
MSFT,2580.837906381503,67690,174696917.88296396
AMZN,2704.448876277935,80611,218008328.36564064
META,2785.612933183309,8320,23176299.604085132
MSFT,2603.076459887307,17682,46027597.96372736
AMZN,2576.150678323818,68010,175204007.63280284
META,2218.9967803190384,34495,76544293.93710522
AMZN,1251.8913749667852,67150,84064505.82901962
MSFT,678.6991404162492,58468,39682181.341857255
MSFT,995.88874494961,55882,55652254.845274106
MSFT,445.7610887072952,59697,26610599.712559402
AAPL,2016.0710693741637,58886,118718360.99116701
AMZN,296.5793557108967,79338,23530012.923391122
AAPL,1168.354595610275,95640,111741433.5241667
TSLA,586.8851658437247,51588,30276231.93554607
MSFT,871.0717257504514,42363,36901211.517966375
TSLA,2500.9754441248965,60889,152281893.81732082
META,1832.5145141540916,85493,156667163.35857576
AAPL,719.1118628719485,75608,54370609.72802228
AMZN,940.3561914115378,92204,86704602.27290943
GOOGL,371.35778998685424,13460,4998475.853223058
MSFT,249.2134868788029,17333,4319617.36807029
TSLA,1489.2116572271268,75440,112346127.42121445
TSLA,1696.56080785011,14321,24296447.329221424
TSLA,1830.854336405644,80093,146638616.36573726
AAPL,2271.338805952808,72818,165394349.17187157
AAPL,667.9677566763157,43946,29354511.034897372
GOOGL,1613.480446343497,89439,144308077.64051604
META,1644.194652081756,4762,7829654.9332133215
AAPL,673.0205225544554,5660,3809296.1576582175
AMZN,1617.2528747414706,22446,36300858.02644705
AMZN,2226.798657796729,90012,200438600.78559917
TSLA,396.1857756218905,2701,1070097.7799547263
MSFT,2245.322203731441,10117,22715924.735150985
TSLA,1532.4136949793924,67184,102953681.6834955
AMZN,949.2185789650628,79054,75039525.54150407
AMZN,749.4254881333904,55022,41234889.20807541
AMZN,1270.886306044424,81206,103203593.36864349
TSLA,1261.8833904177663,19170,24190304.59430858
GOOGL,913.559607705282,25881,23643836.207020406
MSFT,2023.9952440672164,14005,28346053.393161364
GOOGL,1197.889255620054,46993,56292409.7893532
GOOGL,479.4199623221022,22474,10774484.233226925
MSFT,1803.712307323159,12246,22088260.915479403
AMZN,606.6756987244214,40105,24330728.89734292
AMZN,441.8241917733477,45806,20238198.928369965
TSLA,2782.852705421179,47706,132758771.16482277
TSLA,1274.2816621591462,42720,54437312.60743873
GOOGL,1878.2168124841687,5486,10303897.43328815
MSFT,343.73526376905323,99009,34032884.73051019
MSFT,1023.1036697693854,75444,77187033.26208152
AAPL,2149.7213602799293,31140,66942323.159117
AAPL,1136.9317507098713,8805,10010684.065000417
GOOGL,2305.2903588675217,42153,97174904.49734265
TSLA,1755.9141178963998,78605,138023629.2372465
AMZN,826.5037633803001,12070,9975900.424000222
META,2916.5404036200343,27552,80356521.20053919
AMZN,1064.0745019241067,16197,17234814.707664758
GOOGL,1359.9235880782812,34242,46566503.50297651
MSFT,551.1188775527401,94278,51958385.53791723
AAPL,663.391751714963,79029,52427186.74628181
TSLA,2367.037400554708,71159,168436014.38607246
MSFT,2619.3503512124908,33032,86522380.801251
TSLA,1844.0678545427752,25444,46920462.49098637
TSLA,2865.62217808332,36654,105036515.315466
GOOGL,2379.318916517348,52474,124852380.82533132
AAPL,1389.78908250581,67030,93157562.20036444
AAPL,1095.761306293048,52536,57566915.987411566
META,108.01068478474578,48931,5285070.817202396
AMZN,2801.12725627514,84260,236022982.6137433
MSFT,2604.0511087532445,12704,33081865.285601217
META,2528.7214655488747,58354,147561012.40063903
META,770.6619620845208,39736,30623023.72539052
MSFT,2643.032716430112,22548,59595101.690066166
META,817.03360302882,16039,13104401.958979245
AAPL,2880.436311916998,92002,265005901.56898764
TSLA,2347.985676028441,69425,163008905.5582745
AMZN,1709.6140074284249,96049,164206715.79949278
META,1282.9030672453805,24999,32071293.77806727
AMZN,846.6613691660899,45799,38776244.046437755
TSLA,1294.067872327301,89424,115720725.41499656
AMZN,1585.4596438903136,19430,30805480.880788792
TSLA,1079.266011130634,21275,22961384.38680424
AMZN,161.7658527855513,80893,13085725.1293816
AAPL,522.9362694052852,25686,13432141.015944155
META,539.7612148421108,62342,33649793.65568687
AMZN,2769.065297434013,63168,174916316.7083117
AMZN,1342.5815983434254,89614,120314107.35394773
MSFT,2034.9640030177409,76997,156686123.340357
AMZN,1662.37529054959,39750,66079417.79934621
META,677.6229012079775,60531,41017191.83302008
META,610.8551530289595,24578,15013597.951145768
TSLA,2568.81382274274,87628,225100017.6593008
AAPL,903.3436964337562,74068,66908860.90745546
AMZN,2289.5732852284464,11359,26007262.946909923
AAPL,1825.8395382309384,23822,43495149.479737416
AAPL,766.0028606913264,18142,13896823.898662044
AMZN,1877.123269398564,2010,3773017.7714911136
MSFT,1197.9411909829666,22797,27309465.33083869
GOOGL,1289.3314120605994,5675,7316955.763443901
AMZN,2255.426437657251,24601,55485745.79280603
GOOGL,1094.2508821468227,4690,5132036.637268598
AMZN,2579.22103668234,40255,103826542.8316476
AAPL,2648.9261070756797,68381,181136216.12794206
AMZN,1533.058959975132,59985,91960541.71410829
GOOGL,1813.4133536193187,19781,35871129.54794374
AAPL,2905.8381840647053,68410,198788390.17186648
AMZN,1142.5862296979667,20399,23307616.499608822
MSFT,1273.5167090395516,82100,104555721.81214719
TSLA,885.8005749596481,40648,36006021.77095977
AMZN,655.8014619351147,8387,5500206.861249807
MSFT,714.4052177411041,79512,56803787.673030674
GOOGL,1538.627475020768,35333,54364324.5749088
META,844.8614023278819,40410,34140849.26806971
MSFT,1306.8962168631983,31669,41388096.29184063
TSLA,2787.284068639788,21529,60007438.713746
MSFT,2408.217439110934,78669,189452057.71741804
META,2685.00013365174,87568,235120091.70361555
AMZN,1828.23682383213,78790,144046779.34973353
MSFT,1339.8947991852908,14921,19992570.298643723
AMZN,2540.227578734738,17803,45223671.58421454
GOOGL,979.0566742398098,80339,78656434.15175208
TSLA,2067.578856986087,12728,26316143.691718914
META,621.9355814146654,62483,38860400.933532536
MSFT,1812.71455779502,67651,122631952.5493909
TSLA,1248.3261621279123,76426,95404575.26678783
MSFT,1187.4264917240828,46196,54854354.211685725
TSLA,1439.237477431726,61489,88497273.2497994
MSFT,2810.4147887749828,88397,248432236.08334216
GOOGL,329.643769293926,73288,24158932.56401325
META,998.8897484305982,59754,59687658.027721964
META,637.3669950138749,56389,35940487.48183739
GOOGL,1885.423784453803,45284,85379530.65520601
AMZN,1120.84363938867,74114,83070205.48965189
MSFT,1155.4369393714758,19512,22544885.561016236
GOOGL,1441.7274229789734,67025,96631780.52516569
GOOGL,775.9606043801044,12866,9983509.135954423
TSLA,2834.3182597808536,11825,33515813.421908595
GOOGL,2776.7996965530106,29235,81179739.12872726
GOOGL,282.3016097312167,55211,15586154.174870204
AMZN,1569.4082070699308,15919,24983409.24834623
AAPL,609.4389118838872,54365,33132146.444567524
META,2987.057674496675,32779,97912763.51232651
TSLA,2218.8718007978223,39273,87141752.23273288
GOOGL,2843.5174060500817,27844,79174898.65405847
